"Lượt bắt đầu báo cáo","Lượt kết thúc báo cáo","Tên nhóm quảng cáo","Phân phối nhóm quảng cáo","Kết quả","Chỉ báo kết quả","Chi phí trên mỗi kết quả","Ngân sách nhóm quảng cáo","Loại ngân sách nhóm quảng cáo","Số tiền đã chi tiêu (VND)","Lượt hiển thị","Người tiếp cận","Tổng số người liên hệ nhắn tin","Người liên hệ nhắn tin mới","Lượt mua","Kết thúc","Bắt đầu","Cài đặt ghi nhận","Giá thầu","Loại giá thầu","Lượt chỉnh sửa quan trọng gần đây nhất","Chi phí trên mỗi lượt mua (VND)","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Chi phí trên mỗi lượt bắt đầu cuộc trò chuyện qua tin nhắn (VND)"
2026-04-11,2026-04-11,"Nhóm quảng cáo Lượt tương tác mới",inactive,,,,82000,"Hàng ngày",9693,79,77,,,,"Đang diễn ra",2026-04-10,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-10T17:07:22+0700,,,
2026-04-11,2026-04-11,"Nhóm quảng cáo Lưu lượng truy cập mới",inactive,,,,101000,"Hàng ngày",0,0,0,,,,"Đang diễn ra",2026-04-10,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-10T18:48:12+0700,,,
2026-04-11,2026-04-11,MuseStudio-damthietkeevii-0411,inactive,,,,400000,"Hàng ngày",12,1,1,,,,"Đang diễn ra",2026-04-11,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-11T19:09:13+0700,,,
2026-04-11,2026-04-11,MuseStudio-damthietkecoduc-0411,inactive,,,,100000,"Hàng ngày",0,0,0,,,,"Đang diễn ra",2026-04-11,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-11T19:19:23+0700,,,
2026-04-11,2026-04-11,MuseStudio-chanvayrendai-0411,not_delivering,,,,251000,"Hàng ngày",22,2,2,,,,"Đang diễn ra",2026-04-11,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-11T19:22:11+0700,,,
2026-04-11,2026-04-11,MuseStudio-chanvayrenngan-0411,inactive,,,,400000,"Hàng ngày",0,0,0,,,,"Đang diễn ra",2026-04-11,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,2026-04-11T19:24:27+0700,,,
2026-04-11,2026-04-11,MuseStudio-quanchunbong-0411,inactive,,,,400000,"Hàng ngày",0,0,0,,,,"Đang diễn ra",2026-04-11,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",0,ABSOLUTE_OCPM,0,,,
