"Lượt bắt đầu báo cáo","Lượt kết thúc báo cáo","Tên chiến dịch","Lượt phân phối chiến dịch","Cài đặt ghi nhận","Kết quả","Chỉ báo kết quả","Người tiếp cận","Tần suất","Chi phí trên mỗi kết quả","Ngân sách nhóm quảng cáo","Loại ngân sách nhóm quảng cáo","Số tiền đã chi tiêu (VND)","Kết thúc","Lượt hiển thị","CPM (Chi phí trên mỗi 1.000 lượt hiển thị) (VND)","Lượt click vào liên kết",shop_clicks,"CPC (chi phí trên mỗi lượt click vào liên kết) (VND)","CTR (tỷ lệ click vào liên kết)","Lượt click (tất cả)","CTR (Tất cả)","CPC (tất cả) (VND)","Lượt xem trang đích","Chi phí trên mỗi lượt xem trang đích (VND)"
2026-04-20,2026-04-20,"[14/4/2026] Quảng cáo Chic-Land",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,52934,"Hàng ngày",0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-damthietkeevii-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-chanvayrenngan-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-quanchunbong-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-dephaiquaidecai-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-guocmikatrong-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-depbanhminuhappy-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-giaycaogot5pphoino-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-guoccaogotmuivuong-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-SetBoHePhoiSocDo-0416,not_delivering,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",129,actions:link_click,2004,1.095808,647.66666667,"Sử dụng ngân sách nhóm quảng cáo",0,83549,"Đang diễn ra",2196,38045.992714,129,,647.666667,5.874317,179,8.151184,466.75419,1,83549
2026-04-20,2026-04-20,MuseStudio-AoKhoacDoSantin-0416,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách nhóm quảng cáo",0,0,"Đang diễn ra",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,MuseStudio-dambodynuluatochau,not_delivering,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",91,actions:link_click,1485,1.049158,524.27472527,"Sử dụng ngân sách nhóm quảng cáo",0,47709,"Đang diễn ra",1558,30621.95122,91,,524.274725,5.840822,126,8.087291,378.642857,,
2026-04-20,2026-04-20,MuseStudio-chanvayrendai,not_delivering,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",10,actions:link_click,129,1.03876,560.8,200500,"Hàng ngày",5608,"Đang diễn ra",134,41850.746269,10,,560.8,7.462687,14,10.447761,400.571429,,
