"Lượt bắt đầu báo cáo","Lượt kết thúc báo cáo","Tên nhóm quảng cáo","Phân phối nhóm quảng cáo","Cài đặt ghi nhận","Kết quả","Chỉ báo kết quả","Người tiếp cận","Tần suất","Chi phí trên mỗi kết quả","Ngân sách nhóm quảng cáo","Loại ngân sách nhóm quảng cáo","Số tiền đã chi tiêu (VND)","Kết thúc","Bắt đầu","Lượt hiển thị","CPM (Chi phí trên mỗi 1.000 lượt hiển thị) (VND)","Lượt click vào liên kết",shop_clicks,"CPC (chi phí trên mỗi lượt click vào liên kết) (VND)","CTR (tỷ lệ click vào liên kết)","Lượt click (tất cả)","CTR (Tất cả)","CPC (tất cả) (VND)","Lượt xem trang đích","Chi phí trên mỗi lượt xem trang đích (VND)"
2026-04-18,2026-04-18,"Gia Dụng - Máy đun nước -25-8 - Bản sao",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,559010,"Hàng ngày",0,"Đang diễn ra",2026-01-12,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,MuseStudio-aotodinhdaxanhdamdaitay-0412,active,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",1362,actions:link_click,17913,1.072908,356.33333333,650000,"Hàng ngày",485326,"Đang diễn ra",2026-04-12,19219,25252.406473,1362,,356.333333,7.086737,1954,10.167022,248.37564,563,862.035524
2026-04-18,2026-04-18,dammaxi-0412,active,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",658,actions:link_click,10919,1.081784,555.18844985,400000,"Hàng ngày",365314,"Đang diễn ra",2026-04-12,11812,30927.362005,658,,555.18845,5.570606,964,8.161192,378.956432,,
2026-04-18,2026-04-18,vaykhongtaycochuv-0412,active,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",313,actions:link_click,7173,1.077234,799.33865815,325000,"Hàng ngày",250193,"Đang diễn ra",2026-04-12,7727,32379.060437,313,,799.338658,4.050731,480,6.211984,521.235417,,
2026-04-18,2026-04-18,MuseStudio-aotovoandinhhoa-0412,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,400000,"Hàng ngày",0,"Đang diễn ra",2026-04-12,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Máy đun nước -25-8 - Bản sao 3",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,512000,"Hàng ngày",0,"Đang diễn ra",2025-10-08,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"RoBot Lau Kính 1014",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,100000,"Hàng ngày",0,"Đang diễn ra",2025-10-14,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Tiệt Trùng 1015",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,120500,"Hàng ngày",0,"Đang diễn ra",2025-10-15,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Vỏ Nhôm iWatch 1018",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-18,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Túi Tote nhẹ 1018",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,115000,"Hàng ngày",0,"Đang diễn ra",2025-10-18,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Bàn Ủi Mini 1019",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,71000,"Hàng ngày",0,"Đang diễn ra",2025-10-18,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Đồng Hồ Báo Thức 1019",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,72000,"Hàng ngày",0,"Đang diễn ra",2025-10-18,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Chuột Súng 1020",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Tua Vít 44 in 1 1020 - Nam",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Tua Vít 44 in 1 1020 - Nữ",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"RoBot Lau Kính 1014 - Bản sao 2",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"RoBot Lau Kính 1014 - Bản sao 1",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,51000,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Đọc Sách - Bản sao 1",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,59200,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Đọc Sách - Bản sao 2",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,58200,"Hàng ngày",0,"Đang diễn ra",2025-10-20,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Ghế Đa Năng Cho Bé 1021",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-21,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Bàn Phím Laser 1021",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-21,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Nồi Chiên Đa Năng OIMIS 1022",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,53000,"Hàng ngày",0,"Đang diễn ra",2025-10-21,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy In Nhiệt Mini 1022",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,51000,"Hàng ngày",0,"Đang diễn ra",2025-10-21,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Pin dự phòng Xiaomi 1022",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,290110,"Hàng ngày",0,"Đang diễn ra",2025-10-21,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Hút Chân Không 1024",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-10-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Sưởi Ấm Mùa Đông mini 1024",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,54000,"Hàng ngày",0,"Đang diễn ra",2025-10-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Sưởi Mini 1026",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,78000,"Hàng ngày",0,"Đang diễn ra",2025-10-26,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy chiếu Goojodoq 1031",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,72200,"Hàng ngày",0,"Đang diễn ra",2025-10-31,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Đèn để bàn làm việc 1031",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,53100,"Hàng ngày",0,"Đang diễn ra",2025-10-31,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Pin Dự Phòng Ugreen 1105",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,280000,"Hàng ngày",0,"Đang diễn ra",2025-11-05,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Keycap MOD 23-8",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,maydocsach238,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,banphimcoaulaf87pro238,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,banphimcomercuryk1_238,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,mayintem238,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,keycapMOG238,inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-23,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy chơi game 248",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-24,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Đồng Hồ Báo Thức Capybara 24-8",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-24,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"ĐỒ CHƠI MÁY BẮN BÓNG RỔ CHO BÉ 24-8",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,70000,"Hàng ngày",0,"Đang diễn ra",2025-08-24,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Bếp nướng điện -25-8",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-25,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Noi chiên không dầu OIMIS 25-8",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,70000,"Hàng ngày",0,"Đang diễn ra",2025-08-25,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Ấm điện 1.5L - 258",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-25,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Ấm siêu tốc - 258",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-08-25,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"x Gia Dụng - Nồi đa năng - 268 - 35 - 44",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách chiến dịch",0,0,"Đang diễn ra",2025-08-26,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"x Gia Dụng - Nồi đa năng - 268 - 24 - 34",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,"Sử dụng ngân sách chiến dịch",0,0,"Đang diễn ra",2025-08-26,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Ca đa năng 0409",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-09-04,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Máy đun nước -25-8 - Bản sao 2",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,111000,"Hàng ngày",0,"Đang diễn ra",2025-09-11,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Gia Dụng - Máy đun nước -25-8 - Bản sao 1",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,300000,"Hàng ngày",0,"Đang diễn ra",2025-09-11,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Ca đa năng 0409 - Bản sao",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-09-11,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Ca đa năng 0409 - Bản sao",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-09-11,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Ca đa năng 0409 - Bản sao",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,50000,"Hàng ngày",0,"Đang diễn ra",2025-09-11,0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Máy Đọc Sách",inactive,"Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,0,0,,59200,"Hàng ngày",0,"Đang diễn ra",2025-10-07,0,0,,,,,0,0,0,,
